식당(ID),식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,음식점소개내용,식당상태
58668,래래반점,전라북도 전주시 완산구 거마서로 8,전라북도 전주시 완산구 삼천동1가 676-9,35.7933066,127.1196363,063-225-4265,중국식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""래래반점""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58669,히스커피,전라북도 전주시 완산구 하거마1길 15,전라북도 전주시 완산구 삼천동1가 698-5,35.7928247,127.1188896,070-4042-3694,중국식,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""히스커피""를 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 반려동물 입장이 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58670,웅이네분식,전라북도 전주시 완산구 하거마1길 3,전라북도 전주시 완산구 삼천동1가 698-9,35.7929159,127.1195026,063-223-1140,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""웅이네분식""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
58673,연와미당,전라북도 전주시 완산구 백제대로 128,전라북도 전주시 완산구 효자동1가 223-10,35.804462,127.124258,063-224-4141,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""연와미당""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
58674,서호 순대촌,전라북도 전주시 완산구 서신로 102 선수촌 아파트 상가 101호 서호순대촌,전라북도 전주시 완산구 서신동 965-2,35.8352788,127.1169762,063-275-1727,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""서호순대촌""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
58676,서도분식,전라북도 전주시 완산구 용머리로 36 6층,전라북도 전주시 완산구 효자동1가 454-1,35.8054176,127.1144062,063-224-3878,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""서도분식""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58679,돼지잔치,전라북도 전주시 완산구 효동3길 9,전라북도 전주시 완산구 효자동1가 108-2,35.8056511,127.1289343,063-222-2353,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""돼지잔치""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 반려동물 입장이 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58681,보배원,전라북도 전주시 완산구 어은로 26,전라북도 전주시 완산구 중화산동2가 199-1,35.8166156,127.1258318,063-225-0100,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""보배원""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58686,투썸플레이스전주CGV중앙점,전라북도 전주시 완산구 전주객사3길 72,전라북도 전주시 완산구 고사동 355-1,35.82035,127.1420745,063-285-2388,패스트푸드,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""투썸플레이스(전주CGV중앙점)""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58699,만계치킨,"전라북도 전주시 덕진구 명륜4길 21-5, 1층 (덕진동1가)",전라북도 전주시 덕진구 덕진동1가 1314-164,35.8439697,127.1264622,063-255-8338,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""만계치킨(전북대점)""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
58705,봉이설렁탕,전라북도 전주시 덕진구 백제대로 576,전라북도 전주시 덕진구 금암동 728-235,35.8403883,127.1327306,063-271-0912,탕류(보신용),일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""봉이설렁탕""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69044,왱이,전라북도 전주시 완산구 동문길 88,전라북도 전주시 완산구 경원동2가 12-1 왱이집,35.8182809,127.1491808,063-287-6979,한식,일반음식점,"2015년 10월 27일 SBS 모닝와이드 6171회에서 소개되었던 맛집, ""전주왱이콩나물국밥전문점""입니다! 전라북도 전주시 근처라면 방문해보세요. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
69045,풍전콩나물국밥,전라북도 전주시 완산구 동문길 73,전라북도 전주시 완산구 경원동2가 26-3,35.8183298,127.1499909,063-231-0730,한식,일반음식점,"2013년 02월 21일 KBS2 생생정보통 606회에서 소개되었던 맛집, ""풍전콩나물국밥""입니다! 전라북도 전주시 근처라면 방문해보세요. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69053,청학동버섯전골,전라북도 전주시 완산구 효자로 331,전라북도 전주시 완산구 중화산동2가 585-8,35.81941,127.1216572,063-224-0787,한식,일반음식점,"전라북도 전주시에 가신다면 ""청학동버섯전골(본점)""에 방문해보세요~ 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
69071,박가네해물칼국수,전라북도 전주시 완산구 우전1길 49-4,전라북도 전주시 완산구 효자동2가 1331-6,35.8084229,127.1053577,063-224-3325,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""박가네해물칼국수""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69072,해태피순대,전라북도 전주시 완산구 하거마2길 3,전라북도 전주시 완산구 삼천동1가 696-9,35.7932665,127.1194094,063-226-1020,분식,일반음식점,"""해태피순대""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69084,팔공티전주대점,전라북도 전주시 완산구 백마산길 19 (효자동3가),전라북도 전주시 완산구 효자동3가 1184-6,35.8173821,127.0911674,063-225-7191,분식,일반음식점,"전라북도 전주시에 가신다면 ""팔공티(전주대점)""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 키오스크, 다국어 메뉴판이 있는 매장입니다.",운영중
69085,진미진미,전라북도 전주시 완산구 백마산길 19,전라북도 전주시 완산구 효자동3가 1184-6,35.8173833,127.0911813,063-224-9143,한식,일반음식점,"전라북도 전주시에 가신다면 ""진미&진미""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69088,다사랑치킨피자 중앙점,전라북도 전주시 완산구 전라감영5길 27,전라북도 전주시 완산구 중앙동3가 67-7,35.8179154,127.1458221,050-3698-6001,패스트푸드,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""다사랑치킨피자(중앙점)""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
69098,명품짬뽕 송천점,전라북도 전주시 덕진구 송천중앙로 234,전라북도 전주시 덕진구 송천동2가 468-5,35.8679394,127.121736,063-252-6663,일식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""명품짬뽕(송천점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
69105,전주칼국수,전라북도 전주시 덕진구 태진로 122-6,전라북도 전주시 덕진구 진북동 407-11,35.8318624,127.1362572,063-274-2002,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""전주칼국수""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69107,전주콩각시굴신랑,전라북도 전주시 덕진구 숲정이5길 11,전라북도 전주시 덕진구 진북동 434-33,35.8320605,127.1344969,063-278-1378,한식,일반음식점,"""전주콩각시굴신랑""은 전라북도 전주시에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69108,해브어굿테이블,전라북도 전주시 덕진구 명륜3길 18-8 2층,전라북도 전주시 덕진구 덕진동1가 1264-11,35.8422931,127.1283259,070-8845-3684,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""해브어굿테이블""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
69110,만선회센타,전라북도 전주시 덕진구 명륜3길 4,전라북도 전주시 덕진구 덕진동1가 1265-45,35.8419515,127.1271728,063-272-4336,일식,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""만선회센타""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69111,부대통령뚝배기 전북대점,전라북도 전주시 덕진구 덕진광장로 8,전라북도 전주시 덕진구 덕진동1가 1276-1,35.8438552,127.1245833,063-271-8283,한식,일반음식점,"""부대통령뚝배기(덕진점)""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69112,행복한식탁,전라북도 전주시 덕진구 기린대로 522-2,전라북도 전주시 덕진구 덕진동1가 1280-4,35.8453105,127.1220969,063-277-2266,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""행복한식탁""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
69114,청년다방 전북대점,전라북도 전주시 덕진구 명륜3길 19 청년다방 전북대점,전라북도 전주시 덕진구 덕진동1가 1314-176,35.8429571,127.127937,063-251-2775,식육(숯불구이),일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""청년다방(전북대점)""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
69115,주인의주방 전북대점,전라북도 전주시 덕진구 명륜4길 21-3 1층,전라북도 전주시 덕진구 덕진동1가 1314-165,35.8438807,127.1266049,063-251-1289,분식,일반음식점,"""주인의주방(전북대점)""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
